1302	2098	143
1044	3842	513
289	592	479
1	61	1471
760	759	646
71	1381	128
1616	165	200
735	3760	538
415	1504	353
1442	829	152
1718	1997	99
1057	665	500
1530	2645	623
557	1635	4360
1051	451	975
633	496	887
1259	333	109
326	1220	257
694	877	11828
1157	4063	157
967	2018	62
432	438	1805
325	829	1868
1479	2116	67
1141	342	5479
76	1093	239
1177	682	21
1637	1095	116
827	897	212
1547	1192	481
1536	732	117
1164	4222	2248
1721	245	99
293	1876	764
188	2434	1736
805	891	66
1396	1337	286
241	6	261
1518	1815	2670
1676	2595	267
661	3965	2
771	771	239
1242	4210	164
806	2403	111
1845	87	41
482	2201	674
783	4129	213
858	421	523
49	610	423
1294	157	95
1124	711	96
1271	377	590
1453	1996	191
1862	343	459
354	837	74
763	3803	111
86	1576	284
147	243	208
1342	2571	1226
176	2371	131
970	960	101
541	493	243
393	959	8
340	960	223
947	352	73
1102	1654	952
1545	2185	75
502	3645	36
1352	3719	8
1760	2744	101
9	252	527
1692	683	2192
894	1173	203
954	3949	55
962	2429	759
495	1032	58
238	924	758
1091	49	852
798	3647	266
719	1070	16
358	1312	611
1716	2453	219
359	91	236
356	2575	169
1348	3464	210
946	2277	1341
651	99	1113
455	2717	22
197	2539	98
400	720	978
212	531	8065
330	2063	128
1565	516	346
941	137	67
1649	779	47
460	516	551
672	3065	1355
69	1343	2
1389	311	81
1546	704	3585
1072	1788	543
101	1733	207
1679	1013	115
1391	981	19
921	1752	319
1557	288	138
1332	418	102
733	4060	78
402	107	915
1054	1706	1056
960	1914	127
907	258	290
893	1699	40
1718	1629	237
366	143	56
856	1300	53
996	349	284
1235	1829	37
61	349	141
1576	2631	73
185	2349	1571
649	440	98
858	684	8020
1006	106	59
1365	1958	242
400	764	326
1018	1686	186
1093	336	153
176	2152	45
1767	1889	3637
456	1095	1869
581	1015	363
1340	1691	1252
660	3434	14
1707	473	105
514	3664	1985
1433	875	161
936	683	463
1550	1207	1572
667	559	119
953	3798	238
1418	1922	360
1071	1644	1261
1768	923	728
340	2699	233
1212	625	875
1017	2596	2633
779	913	242
220	1994	117
1388	324	102
1482	4093	290
853	115	749
850	2082	557
715	564	1284
942	1178	649
39	614	580
208	2591	3584
1775	2911	3393
1833	1065	1093
556	1325	1698
1373	1684	556
1720	768	214
29	702	93
652	94	514
804	2107	95
556	516	1416
87	1585	209
835	66	265
646	2691	160
92	1660	10
850	3427	2379
595	347	207
898	1334	1169
1762	3267	48
81	439	129
761	3555	1253
1820	4219	2588
800	819	475
1739	1956	2777
280	250	201
1611	1893	136
988	577	4604
1438	188	86
616	2859	167
1077	926	103
1613	2574	263
1875	700	314
683	96	50
1432	923	1379
1082	3601	289
1252	1286	744
422	102	86
66	119	621
772	962	90
89	828	13
1801	3297	344
408	416	649
71	1375	170
1540	122	724
1662	2450	113
808	737	328
1016	1523	244
1657	3526	116
984	1015	144
920	369	1
145	1580	79
1749	1567	654
1179	745	106
1648	1411	80
1280	347	263
1348	1311	401
825	25	225
1438	900	143
1340	2463	3096
432	1711	510
1694	4217	382
375	1187	956
1503	2476	600
1306	421	475
917	105	2232
1083	66	466
891	1644	365
1764	956	241
425	1742	3678
1002	1336	63
75	1446	85
308	2149	1422
411	1858	1244
1128	3243	7606
607	3870	49
1080	796	567
1276	493	936
1177	1092	42
862	1568	274
625	513	243
1142	313	406
1699	2811	381
80	110	724
1746	2990	289
1258	1341	17
627	1384	101
1797	1984	97
680	3110	1448
144	1527	307
1292	966	1027
566	3799	17
1449	3994	424
789	3833	300
1293	718	108
411	3352	718
533	3348	387
1175	2172	17
755	129	81
415	1780	265
196	2076	227
1180	1095	61
1108	1222	390
275	1044	97
908	2022	588
247	2814	182
658	1379	547
497	680	149
1737	1912	2942
1741	2452	1166
578	1393	4081
1527	1683	184
12	338	2
466	1341	142
106	1792	847
984	1176	120
1341	674	231
1041	2116	1337
1386	905	255
1271	382	624
1531	349	89
1657	175	216
239	482	785
1646	4047	16
1150	3084	414
1370	152	142
1867	785	233
1861	483	145
1053	4066	370
221	1307	379
1613	1341	364
861	2604	1129
1368	1756	377
991	1490	290
913	4269	130
1373	438	747
539	1219	137
844	449	364
1870	337	139
579	131	312
57	892	486
1147	938	1238
1644	334	586
360	183	1306
1650	2001	203
599	734	229
991	3032	1010
1218	729	294
14	374	466
548	324	598
238	2753	1240
1868	1344	105
991	1386	274
474	1956	110
649	3944	444
1198	344	143
773	737	2140
1568	1273	247
1425	1051	95
1617	3699	500
1499	320	164
1329	4392	1521
893	432	233
542	2013	68
356	165	5143
960	2486	344
479	544	25
176	2374	28
629	2159	242
1816	1882	699
980	3535	190
1566	588	1176
1023	1666	454
1286	296	414
1651	3424	567
1310	2632	98
252	2479	706
425	3469	3019
1627	188	424
1828	262	98
1886	3943	93
1463	42	57
237	138	460
149	2122	18
349	715	2076
759	1527	238
632	219	301
658	2791	2857
748	416	128
368	1024	118
933	177	284
1245	1708	161
421	284	1019
821	4004	155
551	273	20
922	913	424
1749	1699	612
259	746	821
1183	2067	654
652	647	332
844	2197	363
1534	1057	98
1095	420	179
1264	837	322
1233	1307	181
59	138	249
1197	981	1119
972	3591	1616
204	2577	32
1780	265	1065
6	181	773
1795	3492	536
834	691	85
154	2176	964
842	455	857
1866	577	413
123	314	748
778	726	224
1657	677	98
1867	505	76
263	2893	10
818	296	177
1362	650	814
1162	682	145
134	1544	148
995	1482	174
165	115	195
1678	2271	381
1179	101	1511
886	661	20
101	1431	242
719	331	17
130	673	1408
1248	2976	201
376	1521	2317
1391	2106	16
1254	46	317
692	2595	1178
332	961	11
557	1194	456
253	50	539
258	618	20
680	759	626
223	421	606
64	59	888
458	550	46
314	191	427
1229	177	134
1325	1220	515
1526	256	278
1139	2321	53
1552	431	304
665	1416	1
1760	4411	184
1728	3411	509
713	1193	212
1609	3297	384
901	4251	229
1739	4070	403
604	719	411
101	1743	84
1387	683	1592
1217	2286	13
175	2369	85
18	475	124
730	1273	45
1241	2261	226
1013	678	1043
1373	546	498
1240	417	90
240	99	554
559	3776	425
351	1222	587
451	3544	372
1578	1523	1832
1564	3199	7
506	1068	2439
1694	2061	190
917	168	201
1816	1767	480
1114	685	35
1474	571	1003
1873	2301	1025
1374	513	64
169	2028	482
1662	3443	286
1586	309	357
1559	2432	354
795	2478	32
79	1492	208
1405	1599	326
1157	985	129
1253	2444	262
1300	265	611
269	924	293
111	1842	1
590	256	109
1166	1470	163
601	422	224
911	3677	99
1359	58	150
1849	3371	2
99	744	151
420	101	585
149	1894	18
909	1068	351
1653	673	319
62	1206	215
579	1698	283
1279	209	141
176	924	37
408	625	1394
781	547	375
613	2778	105
92	1034	17
353	1592	54
819	272	572
306	1451	88
1382	443	321
962	1386	708
1217	541	80
195	1176	60
1150	437	341
1883	3749	438
1491	611	69
1388	837	103
1394	1198	243
1678	1714	492
1336	4462	18
1681	2153	488
403	1222	1441
607	438	48
1577	1057	150
212	313	2178
172	137	620
961	91	16
995	106	119
68	730	724
805	2153	84
1575	1639	522
1689	2885	3
693	72	54
1057	50	367
971	1053	718
1772	2343	554
948	66	331
1797	2832	57
946	502	607
199	1174	175
298	88	2638
297	394	1920
1594	308	218
755	111	480
1671	88	145
243	2518	273
1618	258	1073
1282	4280	210
41	919	225
1104	929	1563
1116	653	623
70	561	386
831	4180	249
281	2985	302
158	732	7700
1781	911	346
1679	604	133
1304	310	316
748	458	95
1495	421	546
1535	2706	255
79	1487	297
203	1341	75
1508	1527	127
1846	325	375
632	334	150
995	827	755
422	930	30
393	1047	8
1729	2602	16
561	2517	92
44	296	256
528	2555	438
1621	3021	105
651	221	3642
244	682	381
1172	3206	294
155	2009	2368
518	290	293
1856	192	23
430	1425	213
392	577	259
1417	342	342
1206	1298	839
306	189	149
438	1217	270
1654	996	1152
900	3453	86
229	66	913
257	1	483
509	231	380
1530	331	1321
1510	117	323
90	1640	85
584	3224	216
1557	1341	719
293	8	138
1213	1635	1550
1732	1631	139
611	1425	1284
454	3548	148
526	573	336
999	2570	2
1623	991	19
345	1736	385
557	2968	255
1718	1215	215
365	304	640
1733	416	285
410	30	15
1790	128	1545
154	169	2094
1431	2526	61
1568	4014	261
425	23	4675
59	372	361
352	59	1
281	2984	356
348	1427	318
1073	506	1263
1226	1221	1517
782	310	178
418	2840	172
152	1188	105
261	791	1378
423	636	142
14	383	346
497	3134	77
1790	116	1389
1202	610	167
997	2101	632
577	571	367
823	4169	212
1146	308	389
672	349	142
397	531	321
1208	2741	532
852	4137	207
104	844	267
1388	518	19
558	2529	307
214	1391	451
1266	1591	347
1830	1176	106
1257	2999	266
1314	2716	1002
9	253	483
192	2479	44
298	1386	449
1105	2361	83
1064	696	2336
380	3332	276
1276	3523	21
1571	3897	216
49	844	345
1483	706	162
106	152	796
770	601	78
1217	1196	21
78	1070	115
1713	188	760
1534	188	103
773	4034	3205
255	168	2330
151	2143	21
1634	924	1810
146	1147	96
1561	2111	96
1441	1310	535
1650	258	230
996	4068	248
1226	798	347
687	2147	44
1775	2277	2665
363	1869	3253
799	373	1476
609	3889	43
720	94	14
253	1756	17
1621	788	130
1294	1366	2628
1701	3224	1429
445	976	163
675	1041	359
1258	490	17
1539	584	17
328	1035	609
234	2726	377
785	1221	1707
1735	4332	73
541	969	118
1665	523	430
724	297	1696
570	1490	3
1440	682	219
1220	1840	10
1495	1922	366
1304	2436	776
94	29	87
1667	445	259
816	1569	103
22	572	833
351	1993	181
1763	561	4244
828	513	889
1755	745	295
880	2082	6354
732	338	55
1075	1590	463
434	439	5151
408	349	662
1085	2040	1357
645	365	693
1659	902	259
927	339	1656
1660	3505	4
581	2907	106
1015	233	103
502	340	48
500	967	1394
528	538	192
1728	4270	352
1398	345	318
1506	3553	9
1390	87	36
1293	2294	197
603	1880	244
1434	126	3274
153	2065	220
1241	2331	637
1180	296	56
1771	167	234
882	102	91
915	237	125
982	1630	211
1132	3161	329
1004	967	1486
1263	1639	200
1385	358	1630
1244	320	384
1491	198	81
1286	412	788
993	2022	937
319	142	2016
485	1683	129
391	1997	413
1266	2476	414
707	2712	192
268	343	124
1079	3205	113
1116	724	1039
84	182	42
1304	1315	503
1712	389	314
802	2109	3428
1842	2988	343
1216	1313	422
414	107	51
1280	1922	302
1205	1949	314
701	785	187
274	421	473
875	1121	881
1208	330	777
673	2674	64
293	2308	444
1860	106	764
1319	828	35
1582	2678	333
784	1910	210
1830	1683	180
247	1454	273
1728	1712	313
1332	4001	263
1851	3475	235
78	1472	301
186	349	32
935	818	168
1057	3097	604
950	38	15
1111	1164	232
1101	347	238
1761	187	303
1056	385	298
6	169	2356
1690	1506	242
717	447	2896
259	7	532
920	4278	6
1283	990	93
1392	497	692
1818	926	38
132	173	257
1162	178	1043
380	929	249
439	2460	181
943	246	397
966	3224	1489
1365	454	741
362	150	3640
1687	1929	183
115	208	304
119	476	2643
41	461	3115
1320	539	58
1090	1317	13534
557	1605	310
848	3079	243
795	2272	213
1764	441	271
68	1332	135
733	1183	81
260	2691	73
1299	2644	16
895	3307	1104
1607	698	71
920	2674	1
704	581	429
445	3528	167
1800	936	137
1149	400	528
121	1337	65
453	3236	682
1334	588	282
1867	2281	72
500	96	140
325	1996	920
1788	599	665
1399	577	300
1489	186	574
1374	299	68
276	1006	240
683	3678	71
1599	4214	35
1851	2569	399
1877	4474	20
576	2975	410
205	918	60
1197	284	718
1694	3193	319
796	118	1392
1854	1630	8
505	807	1170
1070	2567	327
1756	2529	283
815	962	38
1399	1680	175
1610	119	880
1216	3775	598
38	863	454
1276	682	33
1386	42	308
824	1678	34
787	3541	526
833	597	756
988	217	2605
1523	344	676
1627	1569	333
1265	1336	1
1089	1190	823
1620	346	174
1816	505	1281
583	1370	565
14	376	412
878	702	134
561	994	65
313	1024	2319
126	143	87
355	613	2060
1579	4266	26
979	2766	210
306	902	551
329	962	1134
279	766	430
863	919	148
3	101	236
747	186	1051
1646	540	16
152	1187	67
1019	1047	95
1235	4302	36
188	2439	554
1580	3496	1003
1674	1670	226
1109	576	1034
1103	3542	40
1827	346	345
612	210	506
1177	421	39
1315	63	182
777	165	63
1694	2659	170
170	309	97
1768	773	491
1474	1156	89
414	2502	70
1776	2955	112
1232	2600	175
1342	2483	123
684	2393	1095
1579	3161	37
1866	447	151
1315	1195	392
1341	339	83
1663	3680	241
187	117	332
496	182	329
770	2159	79
592	445	38
711	899	300
1780	3775	479
1006	1348	37
1236	590	685
61	891	60
1855	785	278
1856	903	59
1881	2792	79
1864	3780	407
1429	4082	727
822	104	285
1656	246	1162
262	340	217
655	168	458
82	324	128
1676	1310	172
1204	1863	14
155	509	2031
1252	1062	628
559	218	298
204	940	9
651	2788	3011
928	905	56
1086	275	129
1369	107	276
1599	2546	37
657	1070	33
840	184	898
394	45	284
1549	280	441
1783	2879	81
1743	682	18
737	293	398
1556	1412	25
907	1484	167
1437	582	380
513	217	359
499	83	57
606	1613	162
1679	1545	112
733	706	88
408	1635	4856
723	53	135
529	2771	90
978	1074	4043
1830	726	245
595	940	266
484	91	2062
575	1022	263
524	373	176
548	3005	258
1296	1724	1480
636	3542	499
52	688	172
428	304	93
864	469	545
1089	543	1637
62	1218	144
1627	1580	453
646	979	255
10	286	514
588	338	145
1427	967	305
76	1454	14
1335	198	1178
98	1568	1027
1353	261	63
674	394	428
1777	427	1335
1534	162	103
765	4047	2042
239	74	130
735	2794	392
875	298	581
1834	1065	228
1627	2760	691
778	396	197
1078	2042	367
1689	1520	1530
1205	3606	200
470	686	143
1871	3639	102
389	342	342
1422	1282	180
1064	1114	335
1647	87	211
742	1764	47
1215	630	827
85	1564	7
881	4017	215
515	535	959
731	795	194
1716	2035	200
798	165	552
263	2450	158
954	1678	48
441	3052	84
100	1726	1754
286	956	380
322	2606	77
944	4181	194
1778	761	492
1455	301	721
712	324	383
565	2329	46
901	1125	439
1071	1243	1514
1040	51	134
1459	4333	145
882	126	70
529	543	74
1856	707	116
1613	2614	170
18	320	290
73	227	3563
418	1281	190
1484	930	286
56	1101	9
1674	794	482
809	2917	2859
997	784	401
542	2275	196
530	385	949
1400	1324	47
523	118	241
112	331	333
322	3068	118
167	2305	576
556	594	1108
778	461	447
1096	1900	544
164	2290	208
1242	252	154
593	168	292
1087	1751	305
1501	1853	261
1783	336	60
991	1688	405
1517	2110	401
1031	1072	64
1304	1228	708
305	283	470
368	1523	59
1781	1134	494
1617	365	273
434	242	539
970	2102	345
196	340	342
1072	2891	543
222	2330	356
1447	559	572
1106	1561	1302
681	731	23
1052	976	1040
1690	369	166
1036	990	233
216	2189	3
1494	2110	284
1579	2334	56
56	962	273
473	2266	179
1550	3093	272
1078	2035	745
440	96	559
883	719	127
1017	1696	1852
542	533	182
1130	2915	684
268	282	110
1822	275	726
1349	656	27
215	125	8
979	1599	520
902	1110	135
844	8	762
361	924	408
1660	1307	5
1170	1337	123
993	2793	331
1173	1705	1
350	2392	92
1028	990	1107
1332	1816	448
355	604	8565
1632	4110	22
795	3594	337
215	382	15
22	569	1999
1780	3284	504
1496	2223	180
296	1266	378
427	877	154
497	1686	163
881	2062	85
621	257	452
1832	117	1178
1695	427	346
1642	3742	1
1566	2064	2987
221	1860	300
919	369	322
855	3783	751
1057	1772	4669
1773	445	3386
1683	249	705
495	3448	19
1327	523	2525
758	275	6
1126	1175	194
596	272	3175
1362	3311	1036
1145	380	72
1732	4329	111
49	842	1214
1028	1132	217
716	87	1
1628	1790	107
862	2429	109
994	1489	389
966	1455	1362
562	2792	3036
1380	1717	390
343	347	803
1355	1604	520
256	514	296
1801	182	110
222	809	139
119	502	2439
289	611	3003
1576	458	42
196	674	522
948	3540	197
1646	443	30
1133	92	153
907	117	415
713	3187	1060
1479	4259	68
653	187	801
521	860	474
1016	436	305
1460	3377	538
816	1148	315
160	1283	1676
73	211	1006
535	403	362
924	3426	135
1630	930	151
685	286	71
847	3042	1724
1634	596	217
1556	3110	32
515	531	371
268	297	80
668	591	186
397	97	305
1126	1038	505
1349	3851	25
399	484	410
1679	597	282
1473	2614	231
239	1432	365
67	1309	811
786	592	110
1204	1250	15
699	150	367
1016	286	254
649	897	192
840	337	1935
253	142	64
792	181	1263
677	3491	105
1253	372	735
730	3976	280
819	960	349
407	310	843
1187	177	165
965	182	72
874	591	108
1004	731	788
235	2733	170
1417	1895	164
40	105	161
1726	550	1349
381	1361	18
578	325	9763
1186	429	92
335	3137	994
122	412	1868
4	110	620
253	2389	58
1388	885	19
876	249	62
1775	2625	1766
812	490	101
701	2339	259
451	1187	121
685	83	84
149	1522	18
92	1651	36
1010	201	85
1430	1527	1088
850	1003	580
1677	1392	562
926	2927	5
1380	3603	123
119	372	3642
896	4009	79
875	1316	425
738	152	376
966	2511	1100
553	615	426
701	2508	45
1319	1383	14
585	1310	374
770	2726	97
850	1069	642
92	1454	11
546	1106	1035
1524	3115	357
1137	1380	186
1722	2895	347
1136	4412	661
1491	588	111
758	2645	8
1186	1620	94
911	1127	432
1310	1704	1240
422	929	42
831	678	1166
1220	351	5
1165	1329	8
425	801	2850
1820	1032	954
227	1883	1393
1616	3688	388
1641	3682	272
1201	2947	169
289	608	786
978	2489	176
1320	4346	290
1465	316	1497
1536	3398	641
1154	2530	343
1766	977	60
1885	824	249
1322	340	499
1499	3179	116
658	2712	485
404	505	248
303	3065	1000
814	3663	305
653	282	1139
341	2749	1093
986	4269	50
1291	447	410
848	3121	209
892	1587	132
1641	246	498
1803	1478	2911
1089	87	757
606	3282	22
40	126	707
580	2938	808
1254	3521	191
235	1902	321
1789	891	815
787	2431	6419
823	809	188
125	590	99
972	99	197
506	1162	1347
964	2034	130
231	1890	130
1229	2104	1015
1412	1924	7
1829	1411	200
972	1834	207
953	1253	237
1867	483	165
1122	1149	8
957	83	280
429	1886	461
630	610	424
400	585	621
1506	1917	11
1113	344	686
297	3036	1040
87	1598	97
260	88	121
1741	879	1089
1738	1232	109
1864	1469	365
85	110	15
1839	2243	311
17	450	232
249	513	234
1118	94	17
1287	4386	375
1390	4096	30
890	2494	130
260	293	109
124	1954	1207
467	188	318
367	3300	260
54	90	822
564	3794	655
1379	183	61
444	3527	303
817	227	957
1886	2892	93
536	1852	87
1256	615	135
460	804	722
149	11	13
516	2576	18
137	1865	69
1575	119	683
1252	4127	557
622	168	325
1045	449	316
1785	2628	108
238	2754	1231
175	50	104
1597	1310	657
1116	3595	975
1081	335	213
367	636	55
1341	602	43
228	2173	78
153	2166	478
621	433	5069
1477	272	20
1168	1727	2490
355	884	900
1237	1688	146
1699	4403	257
1679	1521	128
473	3130	115
1260	550	687
327	421	50
1027	2835	137
1017	786	6144
268	296	162
120	1226	557
716	275	1
1450	3014	309
541	676	163
1279	2225	448
1207	3457	424
569	264	137
950	3827	2
1214	1686	1975
769	2154	134
996	2860	112
228	187	94
1666	3317	181
1265	2567	1
990	2975	73
730	117	49
1765	3091	48
777	427	152
1337	420	668
788	2476	59
117	1897	44
1765	696	58
1057	396	1136
357	169	1572
717	3417	1745
1249	1938	608
163	1186	324
708	117	168
941	1520	323
484	329	2346
230	2670	159
1237	344	60
1036	50	132
865	900	1150
126	1394	206
11	301	4527
1200	1969	193
199	1916	1602
483	58	179
1488	1707	252
816	1523	388
1246	548	7
98	1705	490
1170	1765	81
441	1698	373
112	1060	321
1610	899	1084
392	3366	200
208	2597	976
547	280	6550
1591	2278	54
1744	1068	137
834	2795	97
1209	4024	280
585	2731	957
149	1993	15
196	970	1181
1582	3628	382
952	4302	5
1264	1336	83
1630	1644	365
877	917	45
191	1520	119
112	141	268
1688	4327	1
224	2674	227
1235	1903	88
828	796	451
597	3863	289
390	3360	96
1560	1351	577
765	111	3121
984	107	92
1429	2748	75
937	545	342
1177	1346	27
1046	690	106
410	858	10
948	688	224
1706	1855	129
232	1645	124
1691	416	28
535	346	108
618	904	41
1782	1524	508
719	3515	9
1393	29	27
755	1133	91
1424	3647	297
1455	523	675
1369	82	392
865	3912	9358
1523	964	103
223	345	1285
271	369	5
640	3931	3
692	712	749
1509	2450	979
1377	32	43
1369	2851	155
1386	779	523
187	1310	1416
862	1309	101
1342	1910	217
1544	397	163
302	3016	4061
290	677	1285
86	1221	673
123	1947	398
1142	1752	710
723	701	1335
931	2999	132
828	1969	2019
66	1297	260
465	322	58
1090	2464	876
1849	2043	2
1054	4373	1389
160	2254	397
829	349	20
153	210	843
421	198	397
686	631	2551
1038	329	230
896	3232	48
1790	1678	188
195	1438	48
664	1780	270
141	1792	551
1636	189	3739
763	1299	108
1891	1795	269
935	1630	197
461	106	250
1561	1680	164
70	1116	715
1696	1426	78
329	499	791
573	1009	192
1184	1977	105
1695	127	302
985	650	979
576	2004	369
890	1949	93
1614	4221	1902
289	1533	872
1676	117	222
1593	330	371
546	505	960
791	2392	689
28	183	671
962	3224	1431
636	1655	887
910	4265	47
1182	1629	1287
1882	182	10
1725	2410	858
1382	453	294
1017	1693	3972
202	533	348
487	1885	750
1184	115	106
890	4213	72
1676	3790	91
267	541	340
414	561	926
1238	677	705
1276	1104	68
871	792	170
660	221	19
1885	1152	147
574	2166	234
271	2036	4
792	413	1724
1575	4024	707
1562	3405	390
1862	2641	656
1032	3089	304
1404	3440	142
1550	3808	187
1498	492	144
1722	1728	148
847	1967	1444
332	282	36
744	2762	272
1499	2578	147
811	790	226
699	2104	2603
528	42	80
180	303	620
30	714	431
560	2866	175
586	258	211
1179	527	187
1645	337	628
600	3704	53
513	609	58
103	324	3398
194	476	5440
1804	324	1965
1348	1800	273
978	300	77
427	94	125
621	2431	600
1252	1480	725
199	702	1660
260	828	71
859	928	170
354	844	404
1854	4008	8
1307	1034	314
936	32	257
1427	486	737
1850	1252	906
1589	2865	193
110	454	24
1320	726	147
1129	718	371
1335	3061	2190
400	2221	953
1716	1191	118
1048	1869	661
464	1932	74
315	1587	910
30	715	389
884	4033	450
1699	51	230
564	1435	913
1538	299	1036
1187	181	184
484	637	395
1814	396	219
708	91	455
368	1159	135
586	1321	462
1378	3729	773
1363	996	227
1257	334	236
628	168	547
915	3914	234
212	719	583
1088	903	74
197	208	33
1111	2977	454
195	2453	51
44	188	240
726	703	52
660	3956	15
1430	1313	263
286	977	61
754	537	351
1737	523	2725
1050	1318	13
1145	550	35
1809	4306	6383
1018	127	189
1835	3980	119
1564	4382	8
1855	2122	651
210	105	1394
85	1285	94
1607	2479	27
1314	2718	261
34	785	569
589	982	102
1293	1523	79
1061	523	865
146	241	121
740	3672	127
402	3403	282
844	3420	792
1135	829	1043
796	58	661
1861	308	120
1046	1553	202
954	1941	59
