,user_id,item_id
1129,300,65
1130,300,73
1131,300,87
1132,300,93
1133,300,107
1134,300,128
1135,300,161
1136,300,163
1137,301,0
1138,301,6
1139,301,34
1140,301,53
1141,301,74
1142,305,0
1143,305,6
1144,305,7
1145,305,19
1146,305,68
1147,305,69
1148,305,86
1149,308,0
1150,308,1
1151,308,12
1152,308,19
1153,308,39
1154,310,0
1155,310,3
1156,310,10
1157,310,19
1158,310,20
1159,310,32
1160,315,0
1161,315,6
1162,315,7
1163,315,10
1164,315,14
1165,315,20
1166,315,24
1167,315,74
1168,315,93
1169,315,107
1170,318,0
1171,318,7
1172,318,16
1173,318,19
1174,318,30
1175,318,50
1176,318,112
1177,318,152
1178,320,0
1179,320,2
1180,320,3
1181,320,6
1182,320,10
1183,320,58
1184,320,90
1185,320,93
1186,320,98
1187,320,128
1188,319,0
1189,319,3
1190,319,6
1191,319,32
1192,319,57
1193,319,65
1194,319,92
1195,322,0
1196,322,14
1197,322,28
1198,322,56
1199,322,74
1200,322,76
1201,322,98
1202,322,106
1203,324,0
1204,324,2
1205,324,3
1206,324,6
1207,324,38
1208,324,68
1209,325,0
1210,325,26
1211,325,28
1212,325,29
1213,325,75
1214,325,86
1215,327,0
1216,327,11
1217,327,19
1218,327,30
1219,327,39
1220,327,86
1221,327,93
1222,331,0
1223,331,3
1224,331,6
1225,331,10
1226,331,19
1227,331,29
1228,331,50
1229,331,56
1230,332,0
1231,332,3
1232,332,6
1233,332,7
1234,332,19
1235,332,21
1236,332,27
1237,332,65
1238,332,86
1239,332,106
1240,332,127
1241,332,146
1242,334,0
1243,334,10
1244,334,19
1245,334,21
1246,334,24
1247,334,27
1248,334,29
1249,334,45
1250,334,47
1251,334,49
1252,334,68
1253,334,93
1254,337,0
1255,337,1
1256,337,2
1257,337,3
1258,337,7
1259,337,10
1260,337,11
1261,337,14
1262,337,24
1263,337,29
1264,337,40
1265,337,44
1266,337,55
1267,337,75
1268,338,0
1269,338,3
1270,338,6
1271,338,10
1272,338,49
1273,336,0
1274,336,3
1275,336,6
1276,336,16
1277,336,19
1278,336,21
1279,336,27
1280,336,45
1281,336,49
1282,336,53
1283,336,57
1284,336,65
1285,336,184
1286,353,0
1287,353,6
1288,353,7
1289,353,10
1290,353,11
1291,353,76
1292,353,83
1293,353,88
1294,353,127
1295,353,200
1296,353,229
1297,355,0
1298,355,3
1299,355,6
1300,355,7
1301,355,29
1302,355,56
1303,359,0
1304,359,3
1305,359,10
1306,359,27
1307,359,29
1308,359,40
1309,359,75
1310,359,78
1311,360,0
1312,360,2
1313,360,3
1314,360,11
1315,360,23
1316,360,50
1317,360,55
1318,360,106
1319,360,128
1320,362,0
1321,362,1
1322,362,2
1323,362,3
1324,362,20
1325,362,30
1326,362,33
1327,362,56
1328,362,59
1329,362,68
1330,362,88
1331,362,93
1332,362,107
1333,362,118
1334,362,128
1335,364,0
1336,364,3
1337,364,7
1338,364,19
1339,364,20
1340,364,29
1341,364,55
1342,364,69
1343,364,70
1344,364,88
1345,364,91
1346,364,106
1347,364,108
1348,364,109
1349,364,123
1350,364,148
1351,364,188
1352,364,306
1353,364,335
1354,364,336
1355,365,0
1356,365,3
1357,365,10
1358,365,19
1359,365,28
1360,365,55
1361,365,74
1362,365,108
1363,365,128
1364,368,0
1365,368,1
1366,368,3
1367,368,10
1368,368,29
1369,368,55
1370,368,93
1371,371,0
1372,371,3
1373,371,10
1374,371,12
1375,371,28
1376,371,88
1377,372,0
1378,372,3
1379,372,6
1380,372,10
1381,372,14
1382,372,20
1383,372,28
1384,372,30
1385,372,68
1386,372,74
1387,372,85
1388,372,142
1389,238,0
1390,238,20
1391,238,21
1392,238,22
1393,238,45
1394,238,55
1395,238,88
1396,375,0
1397,375,3
1398,375,6
1399,375,9
1400,375,10
1401,375,14
1402,375,16
1403,375,20
1404,375,87
1405,375,128
1406,375,191
1407,378,0
1408,378,3
1409,378,6
1410,378,19
1411,378,138
1412,378,147
1413,379,0
1414,379,2
1415,379,19
1416,379,20
1417,379,29
1418,379,55
1419,379,74
1420,29,0
1421,29,6
1422,29,10
1423,29,20
1424,29,24
1425,29,29
1426,29,38
1427,29,42
1428,29,45
1429,29,50
1430,29,65
1431,29,74
1432,29,117
1433,29,118
1434,29,119
1435,389,0
1436,389,2
1437,389,3
1438,389,6
1439,389,7
1440,389,10
1441,389,28
1442,389,29
1443,389,32
1444,389,55
1445,389,57
1446,389,65
1447,389,83
1448,389,120
1449,389,204
1450,394,0
1451,394,20
1452,394,29
1453,394,40
1454,394,119
1455,382,0
1456,382,3
1457,382,6
1458,382,10
1459,382,20
1460,382,29
1461,382,45
1462,382,86
1463,382,98
1464,382,123
1465,382,130
1466,382,202
1467,382,340
1468,403,0
1469,403,3
1470,403,6
1471,403,19
1472,403,30
1473,403,73
1474,403,74
1475,404,0
1476,404,3
1477,404,6
1478,404,10
1479,404,87
1480,281,0
1481,281,2
1482,281,6
1483,281,7
1484,281,8
1485,281,10
1486,281,12
1487,281,20
1488,281,29
1489,281,39
1490,281,45
1491,281,47
1492,281,57
1493,281,73
1494,281,90
1495,281,92
1496,281,100
1497,281,106
1498,281,112
1499,281,123
1500,281,126
1501,281,128
1502,281,167
1503,405,0
1504,405,10
1505,405,20
1506,405,50
1507,405,65
1508,405,81
1509,405,127
1510,407,0
1511,407,1
1512,407,3
1513,407,10
1514,407,14
1515,407,16
1516,407,19
1517,407,49
1518,407,56
1519,407,73
1520,407,98
1521,410,0
1522,410,3
1523,410,12
1524,410,16
1525,410,19
1526,410,57
1527,410,352
1528,411,0
1529,411,6
1530,411,10
1531,411,29
1532,411,45
1533,411,74
1534,411,86
1535,411,100
1536,411,104
1537,411,136
1538,412,0
1539,412,3
1540,412,6
1541,412,10
1542,412,19
1543,412,29
1544,412,40
1545,412,78
1546,412,84
1547,412,88
1548,415,0
1549,415,3
1550,415,10
1551,415,19
1552,415,20
1553,415,55
1554,415,62
1555,417,0
1556,417,10
1557,417,29
1558,417,44
1559,417,57
1560,417,128
1561,417,163
1562,418,0
1563,418,3
1564,418,14
1565,418,19
1566,418,27
1567,418,31
1568,418,44
1569,418,57
1570,418,74
1571,418,100
1572,421,0
1573,421,11
1574,421,19
1575,421,88
1576,421,173
1577,421,216
1578,426,0
1579,426,6
1580,426,10
1581,426,16
1582,426,24
1583,426,32
1584,426,57
1585,426,76
1586,426,104
1587,427,0
1588,427,9
1589,427,10
1590,427,13
1591,427,21
1592,427,26
1593,427,39
1594,427,42
1595,427,45
1596,427,74
1597,427,179
1598,366,0
1599,366,3
1600,366,6
1601,366,20
1602,366,29
1603,366,47
1604,366,49
1605,366,57
1606,366,65
1607,366,85
1608,366,138
1609,428,0
1610,428,3
1611,428,19
1612,428,23
1613,428,29
1614,428,32
1615,428,33
1616,428,40
1617,428,57
1618,428,68
1619,428,88
1620,35,0
1621,35,3
1622,35,6
1623,35,10
1624,35,14
1625,35,20
1626,35,28
1627,35,29
1628,35,30
1629,35,39
1630,35,58
1631,35,60
1632,35,93
1633,35,98
1634,35,104
1635,35,106
1636,35,128
1637,429,0
1638,429,6
1639,429,10
1640,429,16
1641,429,22
1642,429,33
1643,429,39
1644,429,88
1645,429,90
1646,429,138
1647,429,215
1648,429,216
1649,430,0
1650,430,3
1651,430,6
1652,430,11
1653,430,19
1654,430,38
1655,430,44
1656,430,98
1657,430,108
1658,430,117
1659,430,127
1660,430,128
1661,432,0
1662,432,2
1663,432,3
1664,432,6
1665,432,20
1666,432,21
1667,432,68
1668,432,138
1669,435,0
1670,435,2
1671,435,10
1672,435,14
1673,435,22
1674,435,69
1675,435,88
1676,435,98
1677,435,109
1678,435,112
1679,435,226
1680,435,357
1681,437,0
1682,437,3
1683,437,6
1684,437,14
1685,437,20
1686,437,30
1687,437,55
1688,437,74
1689,437,78
1690,437,93
1691,437,107
1692,437,180
1693,438,0
1694,438,1
1695,438,11
1696,438,14
1697,438,15
1698,438,29
1699,438,32
1700,438,40
1701,438,74
1702,438,88
1703,440,0
1704,440,3
1705,440,7
1706,440,10
1707,440,20
1708,440,29
1709,440,37
1710,440,57
1711,440,60
1712,440,75
1713,440,87
1714,440,88
1715,439,0
1716,439,7
1717,439,11
1718,439,30
1719,439,58
1720,439,128
1721,442,0
1722,442,3
1723,442,10
1724,442,16
1725,442,29
1726,442,30
1727,442,50
1728,442,155
1729,443,0
1730,443,2
1731,443,3
1732,443,10
1733,443,34
1734,443,68
1735,443,95
1736,443,108
1737,444,0
1738,444,6
1739,444,19
1740,444,34
1741,444,36
1742,444,42
1743,444,92
1744,444,126
1745,449,0
1746,449,1
1747,449,3
1748,449,6
1749,449,10
1750,449,14
1751,449,19
1752,449,20
1753,449,21
1754,449,32
1755,449,38
1756,449,55
1757,449,68
1758,449,78
1759,449,93
1760,449,138
1761,449,361
1762,450,0
1763,450,7
1764,450,10
1765,450,11
1766,450,14
1767,450,19
1768,450,28
1769,450,29
1770,450,32
1771,450,49
1772,450,55
1773,450,57
1774,450,62
1775,450,73
1776,450,74
1777,450,86
1778,450,118
1779,450,138
1780,450,173
1781,450,179
1782,218,0
1783,218,2
1784,218,6
1785,218,48
1786,218,65
1787,218,87
1788,218,138
1789,457,0
1790,457,6
1791,457,21
1792,457,28
1793,457,74
1794,460,0
1795,460,3
1796,460,6
1797,460,7
1798,460,10
1799,460,11
1800,460,14
1801,460,65
1802,460,78
1803,460,120
1804,462,0
1805,462,6
1806,462,10
1807,462,19
1808,462,55
1809,462,74
1810,462,93
1811,462,138
1812,464,0
1813,464,3
1814,464,6
1815,464,7
1816,464,10
1817,464,28
1818,464,29
1819,464,36
1820,464,40
1821,464,83
1822,465,0
1823,465,1
1824,465,2
1825,465,3
1826,465,6
1827,465,10
1828,465,19
1829,465,29
1830,465,31
1831,465,32
1832,465,33
1833,465,57
1834,465,88
1835,465,366
1836,469,0
1837,469,3
1838,469,9
1839,469,10
1840,469,19
1841,469,28
1842,469,32
1843,469,36
1844,469,55
1845,469,57
1846,469,62
1847,469,100
1848,469,117
1849,469,269
1850,469,370
1851,475,0
1852,475,14
1853,475,93
1854,475,128
1855,475,136
1856,475,142
1857,477,0
1858,477,3
1859,477,5
1860,477,6
1861,477,10
1862,477,11
1863,477,29
1864,477,35
1865,477,90
1866,477,92
1867,477,106
1868,477,169
1869,478,0
1870,478,3
1871,478,6
1872,478,19
1873,478,27
1874,478,49
1875,478,65
1876,478,68
1877,478,76
1878,478,92
1879,478,147
1880,478,150
1881,479,0
1882,479,3
1883,479,6
1884,479,10
1885,479,21
1886,479,36
1887,479,83
1888,479,173
1889,479,253
1890,481,0
1891,481,6
1892,481,76
1893,481,87
1894,481,90
1895,485,0
1896,485,6
1897,485,10
1898,485,29
1899,485,50
1900,490,0
1901,490,3
1902,490,6
1903,490,10
1904,490,31
1905,490,43
1906,490,69
1907,490,74
1908,490,86
1909,490,88
1910,490,98
1911,490,108
1912,491,0
1913,491,3
1914,491,6
1915,491,7
1916,491,14
1917,491,21
1918,491,23
1919,491,29
1920,491,30
1921,491,33
1922,491,38
1923,491,42
1924,491,44
1925,491,49
1926,491,62
1927,491,68
1928,491,86
1929,491,93
1930,491,107
1931,491,128
1932,491,173
1933,491,301
1934,492,0
1935,492,3
1936,492,10
1937,492,16
1938,492,20
1939,492,83
1940,494,0
1941,494,3
1942,494,10
1943,494,118
1944,494,180
1945,495,0
1946,495,3
1947,495,6
1948,495,10
1949,495,11
1950,495,19
1951,495,21
1952,495,27
1953,495,28
1954,495,34
1955,495,42
1956,495,44
1957,495,53
1958,498,0
1959,498,3
1960,498,10
1961,498,20
1962,498,39
1963,498,74
1964,498,88
1965,499,0
1966,499,3
1967,499,19
1968,499,27
1969,499,32
1970,499,44
1971,501,0
1972,501,1
1973,501,2
1974,501,3
1975,501,12
1976,501,22
1977,501,31
1978,501,32
1979,501,33
1980,501,50
1981,501,56
1982,501,76
1983,501,92
1984,501,101
1985,501,114
1986,501,216
1987,502,0
1988,502,1
1989,502,10
1990,502,11
1991,502,20
1992,502,23
1993,502,28
1994,502,29
1995,502,55
1996,502,62
1997,502,75
1998,502,118
1999,504,0
2000,504,6
2001,504,14
2002,504,19
2003,504,30
2004,504,55
2005,504,66
2006,504,67
2007,504,75
2008,504,83
2009,504,85
2010,504,93
2011,504,114
2012,504,128
2013,504,189
2014,504,373
2015,505,0
2016,505,3
2017,505,6
2018,505,10
2019,505,11
2020,505,12
2021,505,19
2022,505,20
2023,505,21
2024,505,29
2025,505,32
2026,505,34
2027,505,42
2028,505,70
2029,505,84
2030,505,108
2031,505,147
2032,505,336
2033,506,0
2034,506,1
2035,506,11
2036,506,16
2037,506,20
2038,506,32
2039,506,385
2040,508,0
2041,508,21
2042,508,36
2043,508,39
2044,508,47
2045,508,49
2046,508,51
2047,508,57
2048,508,68
2049,508,69
2050,508,86
2051,508,128
2052,513,0
2053,513,3
2054,513,10
2055,513,20
2056,513,44
2057,516,0
2058,516,6
2059,516,10
2060,516,32
2061,516,33
2062,516,39
2063,516,48
2064,524,0
2065,524,2
2066,524,3
2067,524,6
2068,524,14
2069,524,24
2070,524,29
2071,524,38
2072,524,50
2073,524,69
2074,524,78
2075,524,83
2076,524,86
2077,524,88
2078,524,103
2079,524,128
2080,524,174
2081,526,0
2082,526,6
2083,526,20
2084,526,28
2085,526,29
2086,526,111
2087,527,0
2088,527,6
2089,527,10
2090,527,16
2091,527,57
2092,527,79
2093,529,0
2094,529,10
2095,529,14
2096,529,20
2097,529,22
2098,529,45
2099,529,87
2100,529,147
2101,531,0
2102,531,3
2103,531,6
2104,531,10
2105,531,11
2106,531,51
2107,531,72
2108,531,93
2109,531,118
2110,536,0
2111,536,1
2112,536,3
2113,536,7
2114,536,11
2115,536,29
2116,536,83
2117,536,84
2118,536,93
2119,536,98
2120,536,128
2121,541,0
2122,541,19
2123,541,20
2124,541,27
2125,541,50
2126,541,60
2127,541,84
2128,541,136
2129,544,0
2130,544,3
2131,544,9
2132,544,10
2133,544,28
2134,544,29
2135,544,86
2136,544,104
2137,544,333
2138,545,0
2139,545,6
